,borough,neighborhood,building class category,tax class at present,block,lot,ease-ment,building class at present,address,apartment number,zip code,residential units,commercial units,total units,land square feet,gross square feet,year built,tax class at time of sale,building class at time of sale,sale price,sale date,gross square feet log,sale price log
20909,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,764,43, ,S2,4718 4 AVENUE                            ,            ,11220,2,1,3,1520,2394,1926,1,S2,540000,2012-08-22,7.780720886117918,13.199324418540456
20910,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,765,10, ,B9,414 47TH STREET                          ,            ,11220,2,0,2,2000,2232,1899,1,B9,700000,2013-04-23,7.710653323501202,13.458835614025542
20911,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,765,31, ,B9,464 47 STREET                            ,            ,11220,2,0,2,2003,2232,1901,1,B9,663000,2013-02-05,7.710653323501202,13.404530269168
20912,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,766,19, ,B9,536 47TH   STREET                        ,            ,11220,2,0,2,2003,2772,1901,1,B9,855000,2013-06-04,7.927324360309794,13.658856747918897
20913,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,767,53, ,B9,669 48TH   STREET                        ,            ,11220,2,0,2,1970,1864,1920,1,B9,805000,2012-09-19,7.530479995245536,13.5985975564007
20914,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,767,65, ,B9,639 48TH   STREET                        ,            ,11220,2,0,2,1970,2796,1920,1,B9,700000,2012-08-15,7.935945103353701,13.458835614025542
20917,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,768,39, ,S2,782 47TH   STREET                        ,            ,11220,2,1,3,1836,3365,1930,1,S2,990000,2013-05-13,8.121183242078828,13.805460222110773
20919,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,773,15, ,B9,318 48TH STREET                          ,            ,11220,2,0,2,2003,2500,1910,1,B9,550000,2013-04-22,7.824046010856292,13.217673557208654
20920,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,774,61, ,B9,439 49TH   STREET                        ,            ,11220,2,0,2,1970,2484,1899,1,B9,550000,2013-05-28,7.81762544305337,13.217673557208654
20921,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,774,65, ,B9,429 49TH   STREET                        ,            ,11220,2,0,2,2003,2490,1899,1,B9,788000,2013-05-17,7.820037989458753,13.577253368840017
20922,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,775,26, ,B9,548 48 STREET                            ,            ,11220,2,0,2,2003,2852,1899,1,B9,695000,2012-12-28,7.955775781534187,13.45166712454693
20926,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,777,60, ,B1,747 49TH   STREET                        ,            ,11220,2,0,2,2004,2721,1910,1,B1,850000,2013-03-22,7.908754738783246,13.652991628466498
20928,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,786,49, ,B3,775 50TH   STREET                        ,            ,11220,2,0,2,2003,2096,1920,1,B3,880000,2012-10-18,7.647786045440933,13.687677186454389
20929,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,790,18, ,B9,328 50TH STREET                          ,            ,11220,2,0,2,2003,2520,1910,1,B9,520000,2012-08-21,7.832014180505469,13.16158409055761
20930,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,790,39, ,S2,5008 FOURTH AVENUE                       ,            ,11220,2,1,3,1600,3420,1931,1,S2,780000,2012-10-25,8.13739583005665,13.567049198665774
20934,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,791,58, ,B9,445 51ST STREET                          ,            ,11220,2,0,2,1803,2540,1901,1,B9,673000,2013-01-11,7.8399193600125825,13.419500608626866
20935,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,791,62, ,B9,437 51ST   STREET                        ,            ,11220,2,0,2,1803,2540,1901,1,B9,580000,2013-06-28,7.8399193600125825,13.270783382522602
20947,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,806,17, ,B9,326 52ND   STREET                        ,            ,11220,2,0,2,2003,2160,1920,1,B9,475000,2013-07-10,7.67786350067821,13.071070083016778
20949,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,807,58, ,S2,457 53RD   STREET                        ,            ,11220,2,1,3,2003,3200,1925,1,S2,650000,2013-02-08,8.070906088787819,13.38472764187182
20950,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,809,16, ,B9,622 52ND STREET                          ,            ,11220,2,0,2,2003,2700,1915,1,B9,875000,2012-10-24,7.90100705199242,13.681979165339751
20951,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,809,19, ,B9,628 52ND ST                              ,            ,11220,2,0,2,2003,3492,1915,1,B9,875000,2013-07-03,8.158229916959494,13.681979165339751
20952,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,809,21, ,B9,632 52ND   STREET                        ,            ,11220,2,0,2,2003,3048,1915,1,B9,650000,2013-06-28,8.022240916806537,13.38472764187182
20953,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,809,46, ,S2,5224 7 AVENUE                            ,            ,11220,2,1,3,1613,4400,1915,1,S2,1250000,2013-03-06,8.389359819906353,14.038654109278484
20954,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,810,75, ,B9,713 53RD   STREET                        ,            ,11220,2,0,2,2020,3480,1910,1,B9,650000,2013-04-16,8.15478757276852,13.38472764187182
20955,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,814,18, ,B9,328 53RD   STREET                        ,            ,11220,2,0,2,2003,2232,1901,1,B9,510000,2013-07-12,7.710653323501202,13.142166004700508
20956,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,814,51, ,B9,361 54TH   STREET                        ,            ,11220,2,0,2,2003,2472,1901,1,B9,635000,2013-01-08,7.812782818577581,13.36138027787483
20957,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,814,55, ,B9,351 54TH   STREET                        ,            ,11220,2,0,2,2003,2248,1901,1,B9,370000,2013-01-14,7.717796211013582,12.821258284620408
20959,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,814,70, ,B9,321 54TH. STREET                         ,            ,11220,2,0,2,2003,2100,1901,1,B9,618000,2012-08-02,7.649692623711514,13.334243736439827
20961,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,817,21, ,B9,638 53RD STREET                          ,            ,11220,2,0,2,2003,2796,1920,1,B9,850000,2013-03-25,7.935945103353701,13.652991628466498
20962,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,817,38, ,S2,5304 7 AVENUE                            ,            ,11220,2,1,3,1700,3740,1920,1,S2,1350000,2012-12-27,8.226840890408578,14.115615150414612
20964,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,818,14, ,B9,716 53RD STREET                          ,            ,11220,2,0,2,2003,3012,1920,1,B9,975000,2013-05-08,8.010359588919783,13.790192749979985
20966,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,818,45, ,S2,5314 8 AVENUE                            ,            ,11220,2,1,3,1600,4960,1915,1,S2,1738000,2013-05-17,8.509161019718974,14.368245584807475
20967,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,822,58, ,B9,333 55 STREET                            ,            ,11220,2,0,2,2003,2502,1901,1,B9,500000,2013-08-07,7.824845691026856,13.122363377404328
20968,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,822,63, ,B9,321 55TH   STREET                        ,            ,11220,2,0,2,1786,2082,1901,1,B9,480500,2013-05-03,7.641084249174914,13.082582507392484
20973,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,826,17, ,B2,726 54TH   STREET                        ,            ,11220,2,0,2,1377,1688,1920,1,B2,680000,2013-07-09,7.431299675155903,13.42984807715229
20975,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,826,23, ,B9,742 54TH STREET                          ,            ,11220,2,0,2,2003,1848,1899,1,B9,700000,2012-12-27,7.521859252201629,13.458835614025542
20985,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,832,20, ,B9,532 55TH STREET                          ,            ,11220,2,0,2,2003,2760,1901,1,B9,840000,2012-12-05,7.9229859587111955,13.641157170819497
20987,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,838,67, ,B9,315 57 STREET                            ,            ,11220,2,0,2,2003,2400,1901,1,B9,600000,2013-06-25,7.783224016336037,13.304684934198283
20988,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,839,24, ,B9,446 56TH   STREET                        ,            ,11220,2,0,2,2003,2820,1899,1,B9,835000,2012-08-13,7.944492163932159,13.635187003832993
20989,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,839,49, ,B9,465 57TH   STREET                        ,            ,11220,2,0,2,2003,2520,1901,1,B9,820000,2012-11-20,7.832014180505469,13.617059619240436
20990,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,840,47, ,B9,571 57TH   STREET                        ,            ,11220,2,0,2,2003,3072,1905,1,B9,885000,2013-02-06,8.030084094267563,13.693342923990066
20991,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,840,52, ,B9,559 57TH STREET                          ,            ,11220,2,0,2,2003,3072,1905,1,B9,880000,2012-10-02,8.030084094267563,13.687677186454389
20992,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,840,72, ,S2,511 57TH   STREET                        ,            ,11220,2,1,3,1303,3872,1911,1,S2,710000,2012-12-19,8.261526448396468,13.473020249017498
20994,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,842,27, ,B1,750 56 STREET                            ,            ,11220,2,0,2,3005,3575,1930,1,B1,1150000,2012-10-11,8.181720455128108,13.955272500339433
20995,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,842,69, ,B9,725 57TH STREET                          ,            ,11220,2,0,2,2003,2760,1930,1,B9,950000,2013-02-20,7.9229859587111955,13.764217263576723
20996,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,846,29, ,B9,358 57TH STREET                          ,            ,11220,2,0,2,2003,2772,1915,1,B9,700000,2012-08-24,7.927324360309794,13.458835614025542
20998,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,848,16, ,B9,526 57TH STREET                          ,            ,11220,2,0,2,2003,2425,1910,1,B9,782000,2013-05-15,7.793586803371584,13.569610019527449
20999,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,848,29, ,B9,558 57TH   STREET                        ,            ,11220,2,0,2,2003,2360,1910,1,B9,950000,2013-01-28,7.7664168980196555,13.764217263576723
21000,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,849,64, ,B9,633 58TH   STREET                        ,            ,11220,2,0,2,1786,1516,1915,1,B9,575000,2013-03-08,7.323830566202317,13.262125319779487
21004,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,854,24, ,B9,342 58TH   STREET                        ,            ,11220,2,0,2,1803,2550,1915,1,B9,6000,2012-12-19,7.843848638152472,8.699514748210191
21005,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,854,30, ,B9,356 58TH   STREET                        ,            ,11220,2,0,2,1803,2550,1915,1,B9,690000,2012-10-15,7.843848638152472,13.444446876573442
21007,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,856,20, ,B1,538 58TH   STREET                        ,            ,11220,2,0,2,2003,2820,1899,1,B1,550000,2013-04-12,7.944492163932159,13.217673557208654
21008,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,857,8, ,B9,5803 6 AVENUE                            ,            ,11220,2,0,2,2083,3000,1935,1,B9,940000,2012-12-21,8.006367567650246,13.753635154246187
21014,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,857,47, ,B9,677 59TH   STREET                        ,            ,11220,2,0,2,2003,3180,1935,1,B9,1150000,2013-04-10,8.064636475774222,13.955272500339433
21015,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,863,20, ,B9,430 59TH   STREET                        ,            ,11220,2,0,2,2003,2592,1915,1,B9,690000,2013-03-27,7.860185057472165,13.444446876573442
21016,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,863,35, ,B9,464 59TH   STREET                        ,            ,11220,2,0,2,2003,2544,1915,1,B9,700000,2012-10-12,7.841492924460013,13.458835614025542
21018,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,873,58, ,B2,281 18TH   STREET                        ,            ,11215,2,0,2,3506,1800,1920,1,B2,1160000,2012-09-04,7.495541943884256,13.963930563082547
21019,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,873,64, ,B2,271 18TH STREET                          ,            ,11215,2,0,2,2003,1500,1920,1,B2,756500,2013-06-26,7.313220387090301,13.536457812210548
21020,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,874,6, ,B2,645 6TH AVENUE                           ,            ,11215,2,0,2,980,830,1910,1,B2,350000,2012-12-05,6.721425700790643,12.765688433465597
21021,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,874,72, ,B9,331 18 STREET                            ,            ,11215,2,0,2,2504,2175,1910,1,B9,1215000,2013-06-28,7.684783943522785,14.010254634756786
21022,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,879,33, ,B2,284 18TH   STREET                        ,            ,11215,2,0,2,1669,896,1899,1,B2,949000,2013-01-23,6.79794041297493,13.763164077592064
21023,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,879,36, ,B2,290 18TH STREET                          ,            ,11215,2,0,2,1669,1718,1899,1,B2,765000,2012-09-13,7.4489161025442,13.547631112808673
21024,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,886,17, ,C0,318 19TH   STREET                        ,            ,11215,3,0,3,2504,4020,1910,1,B9,1373000,2012-12-04,8.299037181613066,14.132508684750109
21025,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,891,4, ,S2,685 5 AVENUE                             ,            ,11215,2,1,3,1600,2400,1931,1,S2,920000,2013-05-30,7.783224016336037,13.732128949025222
21026,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,892,58, ,B9,339A 21 STREET                           ,            ,11215,2,0,2,1669,1760,1901,1,B9,1080000,2012-11-29,7.473069088032197,13.892471599100402
21027,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,898,60, ,B3,337A 22ND   STREET                       ,            ,11215,2,0,2,2037,1870,1930,1,B3,560000,2013-03-11,7.533693709848633,13.235692062711331
21028,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,899,18, ,B9,258 22ND   STREET                        ,            ,11215,2,0,2,1694,1440,1901,1,B9,785000,2012-11-15,7.272398392570047,13.573438996764546
21029,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,900,29, ,B9,338 22ND   STREET                        ,            ,11215,2,0,2,1502,2760,2011,1,B9,1069162,2012-08-10,7.9229859587111955,13.882385722024223
21030,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,900,30, ,B9,338A 22ND   STREET                       ,            ,11215,2,0,2,1502,2760,2011,1,B9,1069162,2012-08-10,7.9229859587111955,13.882385722024223
21031,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,900,31, ,B9,340 22ND   STREET                        ,            ,11215,2,0,2,1503,2760,2011,1,B9,1099839,2012-09-06,7.9229859587111955,13.910674363420034
21032,3,SUNSET PARK              ,02  TWO FAMILY HOMES                        ,1,900,131, ,B9,340A 22ND    STREET                      ,            ,11215,2,0,2,1502,2760,2011,1,B9,1099839,2012-09-06,7.9229859587111955,13.910674363420034
